index,Name,Yf Market price,Prediction,Shares
82115,CONSILIUM AB,24.5,0.6810115,2527.709
82234,INVISIO COMMUNICATIONS AB,7.300000190734862,0.6503811,8483.406
82146,VITROLIFE AB,18.899999618530273,0.6077381,3276.66
82198,UNLIMITED TRAVEL GROUP UTG AB,16.0,0.52377343,3870.554
82228,IAR SYSTEM GROUP AB,62.25,0.43996903,994.841
