index,Name,Yf Market price,Prediction,Shares
80464,XVIVO PERFUSION AB,88.25,0.5098624,3388.992
80545,CELLINK AB,31.0,0.41402778,9647.695
80499,SWEDENCARE AB,24.0,0.37793714,12461.606
80539,SMART EYE AB,54.0,0.3659211,5538.492
80352,BIOTAGE AB,42.400001525878906,0.3647633,7053.739
