index,Name,Yf Market price,Prediction,Shares
79938,CELLINK AB,134.5,0.62169325,4029.284
79921,SEDANA MEDICAL AB,55.4000015258789,0.5414675,9782.286
79901,AAC MICROTEC AB,5.818210124969482,0.50548947,93145.252
79650,VIKING SUPPLY SHIPS AB,22.4950008392334,0.49761337,24091.515
79823,AMASTEN FASTIGHETS AB,3.5,0.49337298,154839.614
