index,Name,Yf Market price,Prediction,Shares
82696,OPUS GROUP AB,3.67126989364624,0.48586798,9581.437
82709,XANO INDUSTRI AB,33.718299865722656,0.4803743,1043.233
82933,SINTERCAST AB,43.599998474121094,0.43030825,806.79
82850,ICTA AB,28.399999618530273,0.3969341,1238.593
82857,NOVOTEK AB,12.300000190734865,0.378984,2859.841
