index,Name,Yf Market price,Prediction,Shares
81642,MICRO SYSTEMATION AB,43.0,0.56596804,2721.049
81451,MYCRONIC AB,53.5,0.52752435,2187.012
81703,CLAVISTER HOLDING AB,17.899999618530273,0.48058,6536.599
81693,STILLE AB,12.399999618530273,0.47184393,9435.898
81657,FIREFLY AB,18.700000762939453,0.4434296,6256.958
