,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2010-12-27,102060.40000000001,100816.31999999999,102878.06,100000.0,100000.0,102882.48000000001,102090.9,100249.76000000001,99668.8,99473.68,99342.1,100714.47,101893.82,99585.69999999998,100000.0
2010-12-28,102530.05,100204.08,102871.98,100000.0,100000.0,102589.3,101953.90999999999,100407.6,99668.8,99462.8,99328.5,100158.33,102377.51999999999,99638.04999999999,100000.0
2010-12-29,102671.45000000001,100612.23999999999,103620.01,100000.0,100000.0,102800.28000000001,102494.65999999999,100755.75,99448.0,99533.52,99416.90000000001,100590.32,102578.23000000001,99571.25,100000.0
2010-12-30,103232.0,100714.28,104240.62,100000.0,100000.0,102652.32,103431.95999999999,100438.82,101104.0,99533.52,99416.90000000001,102654.22,104773.20999999999,101433.35,100000.0
2010-12-31,103232.0,100714.28,104240.62,100000.0,100000.0,102652.32,103431.95999999999,100438.82,101104.0,99533.52,99416.90000000001,102654.22,104773.20999999999,101433.35,100000.0
2011-01-01,103232.0,100714.28,104240.62,100000.0,100000.0,102652.32,103431.95999999999,100438.82,101104.0,99533.52,99416.90000000001,102654.22,104773.20999999999,101433.35,100000.0
2011-01-02,103232.0,100714.28,104240.62,100000.0,100000.0,102652.32,103431.95999999999,100438.82,101104.0,99533.52,99416.90000000001,102654.22,104773.20999999999,101433.35,100000.0
2011-01-03,103373.40000000001,100714.28,104240.62,100000.0,100000.0,103452.40000000001,103431.95999999999,101241.98000000001,100993.6,99838.16,99797.70000000001,103395.44,104662.81,101574.44999999998,100000.0
2011-01-04,102858.3,101224.48,104710.95999999999,100000.0,100000.0,102989.34000000001,102891.20999999999,101428.99,100993.6,99533.52,99416.90000000001,103604.51000000001,104725.0,101766.4,100000.0
2011-01-05,102297.75,100918.36,104583.54,100000.0,99765.48,102211.18000000001,101797.33999999998,101903.76000000001,101104.0,99068.4,98587.70000000001,103276.47,104952.87,102166.25,100000.0
2011-01-06,102297.75,100918.36,104583.54,100000.0,99765.48,102211.18000000001,101797.33999999998,101903.76000000001,101104.0,99068.4,98587.70000000001,103276.47,104952.87,102166.25,100000.0
2011-01-07,101358.45000000001,101938.76,105220.18,100000.0,99313.6,102126.24,101902.22999999998,102190.01000000001,101104.0,99179.92,99473.45000000001,104225.49,104773.20999999999,101834.69999999998,100000.0
2011-01-08,101358.45000000001,101938.76,105220.18,100000.0,99313.6,102126.24,101902.22999999998,102190.01000000001,101104.0,99179.92,99473.45000000001,104225.49,104773.20999999999,101834.69999999998,100000.0
2011-01-09,101358.45000000001,101938.76,105220.18,100000.0,99313.6,102126.24,101902.22999999998,102190.01000000001,101104.0,99179.92,99473.45000000001,104225.49,104773.20999999999,101834.69999999998,100000.0
2011-01-10,102156.35,101020.4,104602.97999999998,100000.0,99011.87,102274.20000000001,101654.31999999998,101459.27000000002,101429.12000000001,99048.0,99246.6,104192.33,105332.28,102195.15,100691.79
2011-01-11,102767.40000000001,101530.6,105197.7,100000.0,99656.8,103411.3,103002.35999999999,102725.26000000001,101993.28,99776.96,99786.1,104998.04000000001,105850.04999999999,103080.59999999999,100880.45999999999
2011-01-12,102343.20000000001,101530.6,105197.7,100000.0,99765.48,103200.32,103405.16999999998,102410.28,102160.0,99970.08,100399.20000000001,105412.39,106070.85,102676.25,101760.91999999998
2011-01-13,102014.95000000001,101836.72,105497.87,100000.0,99313.6,103052.36,102702.53999999998,101874.07,102243.36000000002,99776.95999999999,100157.80000000002,105817.25,106236.53,102482.79999999999,101886.7
2011-01-14,102110.90000000001,100816.31999999999,104626.29,100000.0,98997.56999999999,102904.40000000001,102573.71999999997,102056.95000000001,102637.12000000001,99645.04000000001,99807.05,105059.98999999999,106622.85,103366.75,101635.13999999998
2011-01-15,102110.90000000001,100816.31999999999,104626.29,100000.0,98997.56999999999,102904.40000000001,102573.71999999997,102056.95000000001,102637.12000000001,99645.04000000001,99807.05,105059.98999999999,106622.85,103366.75,101635.13999999998
2011-01-16,102110.90000000001,100816.31999999999,104626.29,100000.0,98997.56999999999,102904.40000000001,102573.71999999997,102056.95000000001,102637.12000000001,99645.04000000001,99807.05,105059.98999999999,106622.85,103366.75,101635.13999999998
2011-01-17,101919.0,100408.16,104417.23999999999,100000.0,98737.31,102567.38,102521.91999999998,101974.48000000001,101312.35,98269.79000000001,98273.62000000001,102549.78,106850.72,103714.25,100388.76
2011-01-18,102297.75,100510.2,104139.54999999999,100000.0,98627.2,102419.42000000001,101713.55999999998,101942.74,101001.65,97718.85,97584.84000000001,101493.56,106933.0,104336.44999999998,100068.98
2011-01-19,101595.8,101530.6,104039.43999999999,100000.0,98627.2,101282.32,100776.25999999998,100864.04000000001,101239.41,96938.20999999999,96172.44,101364.16,107132.75,104819.04999999999,99880.31
2011-01-20,102530.05,100306.12,101879.86,100000.0,98627.2,101052.16,99939.89999999998,99373.04000000001,99885.65000000001,96806.29,96007.54000000001,98910.29000000001,105434.65,102567.04999999999,99754.53
2011-01-21,102201.8,101530.6,102320.43999999999,100000.0,98627.2,101556.32,100372.49999999999,98917.09000000001,100574.77,97494.53,96111.44,100917.63,105337.26999999999,102787.9,99880.31
2011-01-22,102201.8,101530.6,102320.43999999999,100000.0,98627.2,101556.32,100372.49999999999,98917.09000000001,100574.77,97494.53,96111.44,100917.63,105337.26999999999,102787.9,99880.31
2011-01-23,102201.8,101530.6,102320.43999999999,100000.0,98627.2,101556.32,100372.49999999999,98917.09000000001,100574.77,97494.53,96111.44,100917.63,105337.26999999999,102787.9,99880.31
2011-01-24,101499.85,101530.6,103786.43,100000.0,98627.2,101200.12000000001,100105.72999999998,98068.67000000001,100960.21,96613.17,95270.54000000001,101685.50000000001,106200.38,102747.0,99880.31
2011-01-25,100701.95000000001,101530.6,102819.02999999998,100000.0,98627.2,102335.81,100776.25999999998,98496.39000000001,102024.21,96583.73,95488.99,102458.3,106005.78,103504.29999999999,99880.31
2011-01-26,101217.05,100510.2,103331.87999999999,100000.0,98627.2,103261.93000000001,101172.80999999998,99270.20000000001,102084.53,96887.33,95863.64000000001,101315.73000000001,105528.98999999999,103766.04999999999,99754.53
2011-01-27,101217.05,100612.23999999999,102940.25999999998,100000.0,98627.2,102908.97000000002,101172.80999999998,98872.79000000001,101955.41,97292.12999999999,95801.69000000002,100833.5,106019.76,103366.19999999998,100572.09999999999
2011-01-28,101217.05,100102.04,103240.76999999999,100000.0,98627.2,101562.30000000002,100509.48999999998,98249.19,102226.29000000001,98000.53,95677.79000000001,101210.01000000001,106350.95999999999,103658.34999999999,100257.65
2011-01-29,101217.05,100102.04,103240.76999999999,100000.0,98627.2,101562.30000000002,100509.48999999998,98249.19,102226.29000000001,98000.53,95677.79000000001,101210.01000000001,106350.95999999999,103658.34999999999,100257.65
2011-01-30,101217.05,100102.04,103240.76999999999,100000.0,98627.2,101562.30000000002,100509.48999999998,98249.19,102226.29000000001,98000.53,95677.79000000001,101210.01000000001,106350.95999999999,103658.34999999999,100257.65
2011-01-31,101217.05,100918.36,103893.80999999998,100000.0,98627.2,100946.71,100235.50999999998,97862.99000000002,101389.33,97696.93,96173.39000000001,101183.86000000002,105798.95999999999,102636.29999999999,100131.87
2011-02-01,101217.05,101020.4,103975.43999999999,100000.0,98627.2,100124.71,100105.72999999998,97845.33000000002,101289.49,96583.73,95801.69000000002,100939.22,105798.95999999999,102898.04999999999,100194.76
2011-02-02,101217.05,101020.4,104341.19999999998,100000.0,98627.2,99346.55,98656.51999999997,97049.15000000001,101031.41,95875.33,96173.39000000001,100956.01000000001,105688.56,102759.94999999998,100257.65
2011-02-03,101217.05,101428.56,105399.23999999999,100000.0,98627.2,100209.65000000001,97964.35999999999,96817.23,100792.05,95470.53,96173.39000000001,101304.85,105578.15999999999,102621.84999999999,99565.85999999999
2011-02-04,101217.05,101530.6,105480.87,100000.0,98627.2,100592.34,97964.35999999999,96832.84,100721.01000000001,95470.53,96671.94000000002,100773.05,105357.35999999999,102345.65,99880.31
2011-02-05,101217.05,101530.6,105480.87,100000.0,98627.2,100592.34,97964.35999999999,96832.84,100721.01000000001,95470.53,96671.94000000002,100773.05,105357.35999999999,102345.65,99880.31
2011-02-06,101217.05,101530.6,105480.87,100000.0,98627.2,100592.34,97964.35999999999,96832.84,100721.01000000001,95470.53,96671.94000000002,100773.05,105357.35999999999,102345.65,99880.31
2011-02-07,101217.05,101122.44,105154.34999999999,100000.0,98627.2,100967.22,97964.35999999999,97229.78,100949.97,95470.53,96919.74000000002,99544.94,105467.76,102483.74999999999,100257.65
2011-02-08,101217.05,101020.4,105438.47999999998,100000.0,98627.2,101193.71,97964.35999999999,97397.03,100065.01000000001,95470.53,96671.94000000002,98900.45000000001,104805.35999999999,101655.15,99754.53
2011-02-09,101217.05,101122.44,105520.10999999999,100000.0,98627.2,101193.71,97964.35999999999,96899.74,100350.45000000001,95470.53,96300.24000000002,99313.28,105136.56,102069.44999999998,98748.29
2011-02-10,101217.05,100714.28,104827.82999999999,100000.0,98627.2,101193.71,97964.35999999999,96685.66,99673.81,95470.53,95677.79000000001,98545.16,104694.95999999999,101517.04999999999,98496.73
2011-02-11,101217.05,101530.6,105480.87,100000.0,98627.2,100967.22,97964.35999999999,96750.33,99298.93000000001,95470.53,95553.89000000001,98867.0,104363.76,101102.74999999999,99565.85999999999
2011-02-12,101217.05,101530.6,105480.87,100000.0,98627.2,100967.22,97964.35999999999,96750.33,99298.93000000001,95470.53,95553.89000000001,98867.0,104363.76,101102.74999999999,99565.85999999999
2011-02-13,101217.05,101530.6,105480.87,100000.0,98627.2,100967.22,97964.35999999999,96750.33,99298.93000000001,95470.53,95553.89000000001,98867.0,104363.76,101102.74999999999,99565.85999999999
2011-02-14,101217.05,101530.6,106212.38999999998,100000.0,98627.2,100967.22,97964.35999999999,96469.35,98636.53,95470.53,96173.39000000001,98204.6,103701.35999999999,100274.15,98874.06999999999
2011-02-15,101217.05,100918.36,105356.84999999999,100000.0,98627.2,100209.65,97964.35999999999,95907.39,99078.13,95470.53,97108.54000000001,98156.42000000001,104142.95999999999,100826.54999999999,98119.39
2011-02-16,101217.05,101530.6,106555.29,100000.0,98627.2,101045.32,97964.35999999999,95907.39,99078.13,95470.53,96671.94000000002,98646.20000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-17,101217.05,101938.76,107247.56999999999,100000.0,98627.2,100436.14,97964.35999999999,95907.39,99078.13,95470.53,96173.39000000001,98972.72,104142.95999999999,100826.54999999999,98370.95
2011-02-18,101217.05,101530.6,111995.96999999999,100000.0,98627.2,99303.69,97964.35999999999,95907.39,99078.13,95470.53,95925.59000000001,98646.20000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-19,101217.05,101530.6,111995.96999999999,100000.0,98627.2,99303.69,97964.35999999999,95907.39,99078.13,95470.53,95925.59000000001,98646.20000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-20,101217.05,101530.6,111995.96999999999,100000.0,98627.2,99303.69,97964.35999999999,95907.39,99078.13,95470.53,95925.59000000001,98646.20000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-21,101217.05,100000.0,112600.31999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,96173.39000000001,97421.75000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-22,101217.05,101428.56,113377.37999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95427.04000000001,98564.57,104142.95999999999,100826.54999999999,98370.95
2011-02-23,101217.05,99591.84,111908.04,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94680.69000000002,97095.23000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-24,101217.05,99591.84,111542.28,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97095.23000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-25,101217.05,100000.0,111503.04,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97421.75000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-26,101217.05,100000.0,111503.04,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97421.75000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-27,101217.05,100000.0,111503.04,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97421.75000000001,104142.95999999999,100826.54999999999,98370.95
2011-02-28,101217.05,100510.2,112276.94999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97829.90000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-01,101217.05,100510.2,114082.88999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97829.90000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-02,101217.05,100510.2,113351.37,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97829.90000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-03,101217.05,100918.36,113334.98999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,98156.42000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-04,101217.05,99897.95999999999,112518.68999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97340.12000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-05,101217.05,99897.95999999999,112518.68999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97340.12000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-06,101217.05,99897.95999999999,112518.68999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97340.12000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-07,101217.05,101530.6,113459.00999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,98646.20000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-08,101217.05,101020.4,111953.57999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,98238.05,104142.95999999999,100826.54999999999,98370.95
2011-03-09,101217.05,100510.2,113717.12999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97829.90000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-10,101217.05,100510.2,112276.94999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97829.90000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-11,101217.05,99489.79999999999,111094.88999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97013.6,104142.95999999999,100826.54999999999,98370.95
2011-03-12,101217.05,99489.79999999999,111094.88999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97013.6,104142.95999999999,100826.54999999999,98370.95
2011-03-13,101217.05,99489.79999999999,111094.88999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95677.79000000001,97013.6,104142.95999999999,100826.54999999999,98370.95
2011-03-14,101217.05,100000.0,111868.79999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,95500.46000000002,97421.75000000001,104142.95999999999,100826.54999999999,98370.95
2011-03-15,101217.05,98469.4,111010.10999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94559.84000000001,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-16,101217.05,98469.4,111375.87,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-17,101217.05,98469.4,111375.86999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-18,101217.05,98469.4,112084.52999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-19,101217.05,98469.4,112084.52999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-20,101217.05,98469.4,112084.52999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-21,101217.05,98469.4,111010.10999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-22,101217.05,98469.4,111010.10999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-23,101217.05,98469.4,111718.76999999999,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-24,101217.05,98469.4,112084.52999999998,100000.0,98627.2,99608.28,97964.35999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100826.54999999999,98370.95
2011-03-25,101217.05,98998.44,111375.86999999998,100000.0,98627.2,99608.28,98490.68,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,101368.16999999998,98793.73999999999
2011-03-26,101217.05,98998.44,111375.86999999998,100000.0,98627.2,99608.28,98490.68,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,101368.16999999998,98793.73999999999
2011-03-27,101217.05,98998.44,111375.86999999998,100000.0,98627.2,99608.28,98490.68,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,101368.16999999998,98793.73999999999
2011-03-28,101217.05,98282.68,111718.76999999999,100000.0,98627.2,99608.28,97778.59999999998,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100635.38999999998,98221.73
2011-03-29,101217.05,98376.04,112816.04999999999,100000.0,98627.2,99608.28,97871.47999999998,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,100730.96999999997,98296.34
2011-03-30,101217.05,98842.84,113547.56999999998,100000.0,98627.2,99608.28,98335.87999999998,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,101208.86999999998,98669.39
2011-03-31,101217.05,99185.16,114987.74999999999,100000.0,98627.2,99608.28,98676.43999999999,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,101559.32999999999,98942.95999999999
2011-04-01,101217.05,99371.87999999999,114256.22999999998,100000.0,98627.2,99608.28,98862.19999999998,95907.39,99078.13,95470.53,94444.19000000002,96197.3,104142.95999999999,101750.48999999998,99092.18
