Date,Close,High,Low,Open,Volume
2013-06-19,5.55,5.55,5.55,5.55,1863.0
2013-06-20,4.63,4.63,4.63,4.63,1242.0
2013-06-21,3.73,3.73,3.73,3.73,0.0
2013-06-24,5.23,5.23,4.83,4.83,3354.0
2013-06-25,5.23,5.23,5.23,5.23,0.0
2013-06-26,5.31,5.31,5.23,5.23,1242.0
2013-06-27,5.15,5.64,5.15,5.31,2174.0
2013-06-28,5.15,5.15,5.15,5.15,0.0
2013-07-01,5.72,5.84,5.31,5.31,18384.0
2013-07-02,5.47,5.64,5.47,5.64,1242.0
2013-07-03,5.31,5.51,5.31,5.51,3105.0
2013-07-04,5.23,5.23,5.23,5.23,1863.0
2013-07-05,4.83,5.23,4.83,5.23,5279.0
2013-07-08,5.23,5.23,5.23,5.23,1553.0
2013-07-09,5.23,5.23,5.23,5.23,0.0
2013-07-10,4.91,5.84,4.91,4.99,3105.0
2013-07-11,5.84,5.84,5.84,5.84,1428.0
2013-07-12,5.72,5.72,5.72,5.72,621.0
2013-07-15,5.72,5.72,5.72,5.72,0.0
2013-07-16,5.72,5.72,5.72,5.72,0.0
2013-07-17,4.35,4.35,4.35,4.35,124.0
2013-07-18,4.35,4.35,4.35,4.35,0.0
2013-07-19,4.35,4.35,4.35,4.35,0.0
2013-07-22,4.43,4.43,4.43,4.43,2484.0
2013-07-23,4.55,4.55,4.55,4.55,807.0
2013-07-24,5.43,5.43,5.03,5.03,2484.0
2013-07-25,5.43,5.43,5.43,5.43,248.0
2013-07-26,5.43,5.43,5.43,5.43,0.0
2013-07-29,5.23,5.23,5.23,5.23,124213.0
2013-07-30,5.6,5.6,5.6,5.6,5527.0
2013-07-31,5.6,5.6,5.6,5.6,0.0
2013-08-01,4.95,5.64,4.95,5.64,3230.0
2013-08-02,4.95,4.95,4.95,4.95,0.0
2013-08-05,4.95,4.95,4.95,4.95,0.0
2013-08-06,4.95,4.95,4.95,4.95,0.0
2013-08-07,4.95,4.95,4.95,4.95,3105.0
2013-08-08,4.95,4.95,4.95,4.95,1553.0
2013-08-09,4.91,4.95,4.91,4.95,932.0
2013-08-12,4.83,4.83,4.83,4.83,1863.0
2013-08-13,4.83,4.83,4.83,4.83,3167.0
2013-08-14,4.83,4.83,4.83,4.83,0.0
2013-08-15,4.47,4.83,4.47,4.83,3341.0
2013-08-16,4.63,4.63,4.47,4.47,4174.0
2013-08-19,4.63,4.63,4.63,4.63,0.0
2013-08-20,4.63,4.63,4.63,4.63,1553.0
2013-08-21,4.63,4.63,4.63,4.63,0.0
2013-08-22,4.11,4.11,4.11,4.11,311.0
2013-08-23,4.27,4.27,4.27,4.27,3105.0
2013-08-26,4.27,4.27,4.27,4.27,0.0
2013-08-27,4.27,4.27,4.27,4.27,0.0
2013-08-28,4.83,4.83,4.83,4.83,2484.0
2013-08-29,4.83,4.83,4.83,4.83,0.0
2013-08-30,4.83,4.83,4.83,4.83,0.0
2013-09-02,5.19,5.19,5.19,5.19,621.0
2013-09-03,5.19,5.19,5.19,5.19,0.0
2013-09-04,5.19,5.19,5.19,5.19,0.0
2013-09-05,4.83,4.95,4.83,4.95,3726.0
2013-09-06,4.83,4.83,4.83,4.83,621.0
2013-09-09,4.83,4.83,4.83,4.83,0.0
2013-09-10,4.83,4.83,4.83,4.83,0.0
2013-09-11,4.83,4.83,4.83,4.83,0.0
2013-09-12,4.83,4.83,4.83,4.83,0.0
2013-09-13,4.83,4.83,4.83,4.83,0.0
2013-09-16,5.19,5.19,5.19,5.19,1242.0
2013-09-17,5.19,5.19,5.19,5.19,0.0
2013-09-18,4.59,4.59,4.59,4.59,2733.0
2013-09-19,4.59,4.59,4.59,4.59,0.0
2013-09-20,4.83,4.83,4.83,4.83,994.0
2013-09-23,4.39,4.43,4.07,4.43,8074.0
2013-09-24,4.43,4.43,4.43,4.43,621.0
2013-09-25,4.43,4.51,4.43,4.51,3726.0
2013-09-26,4.03,4.03,4.03,4.03,2484.0
2013-09-27,5.03,5.03,4.51,4.99,8695.0
2013-09-30,5.23,5.23,5.23,5.23,9937.0
2013-10-01,5.23,5.23,5.23,5.23,0.0
2013-10-02,5.23,5.23,5.23,5.23,0.0
2013-10-03,5.23,5.23,5.23,5.23,0.0
2013-10-04,5.23,5.23,5.23,5.23,0.0
2013-10-07,5.23,5.23,5.23,5.23,0.0
2013-10-08,5.23,5.23,5.23,5.23,0.0
2013-10-09,5.23,5.23,5.23,5.23,0.0
2013-10-10,5.23,5.23,5.23,5.23,1863.0
2013-10-11,5.23,5.23,5.23,5.23,2133.0
2013-10-14,5.07,5.07,5.07,5.07,994.0
2013-10-15,4.83,4.83,4.83,4.83,2484.0
2013-10-16,4.83,4.83,4.83,4.83,0.0
2013-10-17,4.83,4.83,4.83,4.83,0.0
2013-10-18,4.83,4.83,4.83,4.83,62.0
2013-10-21,4.83,4.83,4.83,4.83,0.0
2013-10-22,4.83,4.83,4.83,4.83,0.0
2013-10-23,4.83,4.83,4.83,4.83,0.0
2013-10-24,4.03,4.03,4.03,4.03,1180.0
2013-10-25,4.03,4.03,4.03,4.03,0.0
2013-10-28,4.19,4.19,4.19,4.19,2484.0
2013-10-29,4.07,4.07,4.07,4.07,1553.0
2013-10-30,4.63,4.63,4.11,4.15,1256.0
