Date,Close,High,Low,Open,Volume
2010-01-04,13.0,13.0,12.0,12.0,9516.0
2010-01-05,13.0,14.0,13.0,13.0,5044.0
2010-01-07,14.0,14.0,12.0,13.0,14176.0
2010-01-08,15.0,16.0,14.0,14.0,23567.0
2010-01-11,16.0,16.0,15.0,16.0,15829.0
2010-01-12,16.0,16.0,15.0,16.0,7273.0
2010-01-13,15.0,16.0,15.0,15.0,12595.0
2010-01-14,14.0,16.0,14.0,16.0,8090.0
2010-01-15,15.0,15.0,14.0,15.0,5106.0
2010-01-18,14.0,15.0,13.0,15.0,10017.0
2010-01-19,13.0,14.0,12.0,14.0,7226.0
2010-01-20,13.0,13.0,12.0,13.0,8712.0
2010-01-21,13.0,13.0,12.0,13.0,6883.0
2010-01-22,13.0,13.0,12.0,12.0,12602.0
2010-01-25,13.0,13.0,12.0,13.0,2997.0
2010-01-26,13.0,13.0,12.0,13.0,1510.0
2010-01-27,12.0,13.0,12.0,13.0,3728.0
2010-01-28,13.0,13.0,12.0,13.0,3609.0
2010-01-29,13.0,13.0,12.0,13.0,5314.0
2010-02-01,13.0,13.0,12.0,13.0,1996.0
2010-02-02,12.0,13.0,12.0,13.0,2838.0
2010-02-03,13.0,13.0,12.0,12.0,410.0
2010-02-04,12.0,13.0,12.0,13.0,825.0
2010-02-05,12.0,13.0,11.0,12.0,6633.0
2010-02-08,12.0,13.0,12.0,12.0,6555.0
2010-02-09,11.0,12.0,11.0,12.0,4134.0
2010-02-10,11.0,12.0,11.0,12.0,3730.0
2010-02-11,11.0,12.0,11.0,11.0,1106.0
2010-02-12,10.0,11.0,10.0,11.0,14663.0
2010-02-15,11.0,11.0,10.0,11.0,3023.0
2010-02-16,12.0,12.0,11.0,11.0,1490.0
2010-02-17,11.0,12.0,11.0,12.0,3231.0
2010-02-18,11.0,12.0,11.0,12.0,795.0
2010-02-19,11.0,12.0,11.0,12.0,2175.0
2010-02-22,11.0,11.0,10.0,11.0,8862.0
2010-02-23,12.0,12.0,11.0,11.0,3939.0
2010-02-24,11.0,11.0,11.0,11.0,90.0
2010-02-25,11.0,12.0,11.0,12.0,3120.0
2010-02-26,7.0,12.0,5.0,12.0,43866.0
2010-03-01,8.0,8.0,6.0,7.0,28664.0
2010-03-02,7.0,9.0,6.0,8.0,95107.0
2010-03-03,5.0,7.0,4.0,7.0,222323.0
2010-03-04,7.0,7.0,5.0,6.0,66495.0
2010-03-05,7.0,7.0,6.0,7.0,19376.0
2010-03-08,6.0,7.0,6.0,7.0,10619.0
2010-03-09,6.0,7.0,6.0,7.0,7215.0
2010-03-10,7.0,7.0,6.0,7.0,4469.0
2010-03-11,6.0,7.0,6.0,7.0,3011.0
2010-03-12,6.0,7.0,6.0,6.0,12140.0
2010-03-15,7.0,7.0,6.0,7.0,21050.0
2010-03-16,6.0,7.0,6.0,6.0,33506.0
2010-03-17,7.0,7.0,6.0,7.0,9476.0
2010-03-18,7.0,7.0,5.0,7.0,14541.0
2010-03-19,6.0,7.0,6.0,7.0,2540.0
2010-03-22,6.0,7.0,6.0,6.0,6232.0
2010-03-23,6.0,7.0,6.0,7.0,2870.0
2010-03-24,7.0,7.0,6.0,7.0,3385.0
2010-03-25,7.0,7.0,6.0,7.0,6397.0
2010-03-26,7.0,7.0,6.0,7.0,8236.0
2010-03-29,6.0,7.0,6.0,7.0,6520.0
2010-03-30,7.0,7.0,6.0,7.0,5869.0
2010-03-31,7.0,7.0,6.0,7.0,8586.0
2010-04-01,7.0,7.0,6.0,6.0,6440.0
2010-04-06,7.0,7.0,6.0,7.0,2191.0
2010-04-07,6.0,7.0,6.0,6.0,3201.0
2010-04-08,7.0,7.0,6.0,7.0,6191.0
2010-04-09,7.0,7.0,6.0,7.0,5115.0
2010-04-12,6.0,7.0,6.0,7.0,1376.0
2010-04-13,7.0,7.0,6.0,6.0,5931.0
2010-04-14,6.0,7.0,6.0,7.0,5861.0
2010-04-15,6.0,7.0,6.0,6.0,2589.0
2010-04-16,6.0,7.0,6.0,6.0,4456.0
2010-04-19,6.0,6.0,6.0,6.0,195.0
2010-04-20,7.0,7.0,6.0,7.0,2335.0
2010-04-21,7.0,7.0,6.0,7.0,10738.0
