Date,Close,High,Low,Open,Volume
2019-09-27,8.0,8.0,7.95,7.95,1969.0
2019-09-30,8.1,8.15,8.1,8.15,429.0
2019-10-01,8.2,8.35,8.0,8.0,9724.0
2019-10-02,8.1,8.35,8.1,8.2,6265.0
2019-10-03,8.0,8.0,7.65,8.0,10250.0
2019-10-04,7.75,7.75,7.5,7.5,661.0
2019-10-07,7.7,7.9,7.7,7.75,221.0
2019-10-08,7.6,7.75,7.0,7.75,8974.0
2019-10-09,7.85,7.85,7.35,7.35,8144.0
2019-10-10,7.7,8.0,7.7,7.9,1361.0
2019-10-11,7.55,7.55,7.4,7.55,3315.0
2019-10-14,7.55,8.0,7.2,7.7,6252.0
2019-10-15,7.55,7.8,7.55,7.8,2038.0
2019-10-16,7.8,7.8,7.65,7.65,1056.0
2019-10-17,7.7,7.8,7.7,7.8,143.0
2019-10-18,7.8,7.8,7.55,7.65,1195.0
2019-10-21,8.2,8.2,7.55,7.8,9426.0
2019-10-22,8.6,8.75,8.1,8.1,7353.0
2019-10-23,8.05,9.1,7.35,8.6,67579.0
2019-10-24,7.7,8.35,7.5,8.2,58978.0
2019-10-25,7.85,8.0,7.65,7.85,11732.0
2019-10-28,7.8,8.3,7.7,7.95,18239.0
2019-10-29,7.75,7.75,7.55,7.65,11791.0
2019-10-30,7.8,7.95,7.7,7.9,10234.0
2019-10-31,8.0,8.0,7.8,7.8,2332.0
2019-11-01,8.1,8.1,8.1,8.1,60.0
2019-11-04,7.7,8.15,7.6,7.9,5984.0
2019-11-05,7.65,7.8,7.6,7.6,3362.0
2019-11-06,7.95,8.05,7.75,7.75,6577.0
2019-11-07,7.95,8.15,7.8,7.95,16519.0
2019-11-08,7.75,7.95,7.7,7.95,2678.0
2019-11-11,7.75,7.75,7.7,7.75,6253.0
2019-11-12,7.85,7.85,7.75,7.75,1025.0
2019-11-13,7.85,7.85,7.7,7.85,3225.0
2019-11-14,7.65,7.9,7.65,7.75,8497.0
2019-11-15,7.7,7.75,7.7,7.75,3000.0
2019-11-18,7.6,7.95,7.6,7.75,11281.0
2019-11-19,7.85,7.85,7.45,7.6,7626.0
2019-11-20,7.75,7.95,7.65,7.95,6886.0
2019-11-21,7.75,7.9,7.7,7.85,9855.0
2019-11-22,7.8,7.8,7.8,7.8,10000.0
2019-11-25,7.85,8.1,7.8,7.9,46884.0
2019-11-26,7.7,8.05,7.7,8.05,23943.0
2019-11-27,7.6,7.7,7.6,7.6,887.0
2019-11-28,7.8,7.8,7.7,7.7,1944.0
2019-11-29,7.9,7.9,7.8,7.8,514.0
2019-12-02,7.65,8.05,7.65,7.9,32237.0
2019-12-03,7.9,8.1,7.8,7.8,24451.0
2019-12-04,7.8,7.8,7.75,7.75,2761.0
2019-12-05,7.85,7.85,7.85,7.85,3360.0
2019-12-06,7.75,7.85,7.7,7.7,969.0
2019-12-09,7.75,7.75,7.75,7.75,10.0
2019-12-10,7.6,8.0,7.6,7.9,8115.0
2019-12-11,7.4,7.55,7.4,7.55,5882.0
2019-12-12,7.5,7.5,7.3,7.4,5660.0
2019-12-13,7.45,7.5,7.3,7.5,2826.0
2019-12-16,7.55,7.75,7.25,7.45,30959.0
2019-12-17,7.75,7.95,7.0,7.45,36841.0
2019-12-18,7.75,7.75,7.75,7.75,2.0
2019-12-19,7.8,7.8,7.65,7.8,401.0
2019-12-20,7.5,7.7,7.5,7.7,2601.0
2019-12-23,7.55,7.7,7.5,7.5,783.0
2019-12-27,7.35,7.5,7.1,7.5,8059.0
2019-12-30,7.6,7.6,7.6,7.35,6050.0
