Date,Close,High,Low,Open,Volume
2015-09-01,74.04,74.74,73.33,74.74,1591.0
2015-09-02,74.04,74.39,74.04,74.39,2443.0
2015-09-03,74.04,74.04,73.69,74.04,7576.0
2015-09-04,74.04,74.04,73.69,74.04,2660.0
2015-09-07,74.04,74.04,74.04,74.04,1262.0
2015-09-08,74.04,74.74,73.86,74.04,9261.0
2015-09-09,73.33,74.04,73.33,74.04,10873.0
2015-09-10,73.51,74.04,73.33,73.86,5037.0
2015-09-11,73.33,74.04,73.33,74.04,9996.0
2015-09-14,73.86,74.04,73.51,73.51,17806.0
2015-09-15,73.86,74.04,73.69,74.04,7628.0
2015-09-16,74.04,74.04,74.04,74.04,5322.0
2015-09-17,73.86,74.04,73.86,74.04,4518.0
2015-09-18,73.33,73.86,73.16,73.86,9032.0
2015-09-21,73.51,74.04,73.16,73.33,61082.0
2015-09-22,73.69,73.69,72.8,73.69,6974.0
2015-09-23,73.86,74.04,73.86,74.04,12992.0
2015-09-24,74.04,74.92,74.04,74.04,9483.0
2015-09-25,74.57,74.74,74.04,74.74,5662.0
2015-09-28,74.53,75.79,74.35,75.79,5625.0
2015-09-29,73.63,75.07,73.27,74.89,9915.0
2015-09-30,73.81,74.35,72.91,74.35,6282.0
2015-10-01,74.53,74.53,73.99,74.17,5300.0
2015-10-02,74.71,74.71,74.53,74.71,8912.0
2015-10-05,74.71,75.07,74.71,74.71,6386.0
2015-10-06,75.07,75.07,74.71,75.07,6231.0
2015-10-07,74.17,74.89,73.99,74.71,30020.0
2015-10-08,74.35,74.71,74.17,74.71,5123.0
2015-10-09,74.35,74.35,74.17,74.17,2448.0
2015-10-12,74.35,74.35,74.17,74.35,6166.0
2015-10-13,74.35,74.53,74.17,74.53,8230.0
2015-10-14,73.45,74.17,73.27,74.17,25427.0
2015-10-15,74.35,74.35,73.45,73.63,3536.0
2015-10-16,74.71,74.71,73.99,74.53,4258.0
2015-10-19,74.35,74.71,74.35,74.71,2420.0
2015-10-20,74.71,74.71,74.53,74.71,282.0
2015-10-21,73.81,74.71,73.81,74.71,6205.0
2015-10-22,74.35,74.71,73.99,73.99,6638.0
2015-10-23,74.35,74.71,74.35,74.71,1173.0
2015-10-26,73.99,74.89,73.99,74.71,3194.0
2015-10-27,74.17,74.71,73.99,74.71,4742.0
2015-10-28,74.53,74.71,74.17,74.35,20752.0
2015-10-29,74.89,74.89,73.99,74.53,26237.0
2015-10-30,74.89,74.89,73.99,74.89,934.0
2015-11-02,74.89,75.07,74.71,75.07,2011.0
2015-11-03,74.53,74.89,74.35,74.71,7890.0
2015-11-04,74.89,75.07,74.35,74.89,818.0
2015-11-05,74.89,74.89,73.99,74.35,6662.0
2015-11-06,74.89,74.89,74.35,74.89,2112.0
2015-11-09,75.07,75.07,74.35,75.07,2539.0
2015-11-10,75.07,75.07,74.53,75.07,3870.0
2015-11-11,74.89,75.07,74.89,74.89,12229.0
2015-11-12,74.89,75.07,74.89,74.89,3581.0
2015-11-13,74.53,75.07,74.35,75.07,9412.0
2015-11-16,74.35,75.07,74.35,75.07,3036.0
2015-11-17,74.35,74.35,74.17,74.35,4179.0
2015-11-18,73.63,74.35,73.27,74.35,14559.0
2015-11-19,73.63,74.17,73.63,74.17,8965.0
2015-11-20,73.81,73.81,73.45,73.63,10345.0
2015-11-23,73.63,74.35,73.63,74.35,4558.0
2015-11-24,73.63,73.63,73.45,73.63,2274.0
2015-11-25,73.63,73.63,73.27,73.63,13057.0
2015-11-26,73.81,74.35,73.27,73.63,10587.0
2015-11-27,73.63,73.99,73.63,73.99,3395.0
2015-11-30,73.63,73.99,73.63,73.99,3395.0
2015-12-01,73.63,74.17,73.63,74.17,2972.0
2015-12-02,73.81,74.17,73.45,74.17,4957.0
2015-12-03,73.81,73.81,73.45,73.81,2738.0
2015-12-04,73.81,73.99,73.27,73.99,2098.0
2015-12-07,73.63,73.99,73.45,73.63,9461.0
2015-12-08,73.63,73.99,73.45,73.63,9461.0
2015-12-09,73.27,73.45,72.91,73.45,11529.0
2015-12-10,73.27,73.27,72.37,73.27,2730.0
2015-12-11,73.27,73.27,72.91,73.27,4326.0
2015-12-14,70.92,72.18,70.74,71.46,15421.0
2015-12-15,70.92,71.64,70.74,71.46,5749.0
2015-12-16,71.46,71.46,70.74,71.1,9938.0
2015-12-17,71.28,72.0,70.92,71.46,9452.0
2015-12-18,72.18,72.18,71.1,71.28,15349.0
2015-12-21,72.18,73.63,71.46,72.18,17236.0
2015-12-22,72.55,72.73,71.82,72.18,788.0
2015-12-23,72.91,73.81,72.18,72.55,7147.0
2015-12-28,72.87,74.53,72.5,74.53,10325.0
2015-12-29,73.24,73.24,72.31,73.24,5233.0
2015-12-30,73.79,74.35,73.24,73.61,56849.0
2016-01-04,73.24,73.98,72.87,73.98,15002.0
2016-01-05,73.61,73.61,72.87,73.24,1666.0
2016-01-07,72.13,74.72,71.76,73.98,8353.0
2016-01-08,73.05,73.61,72.5,72.5,11539.0
2016-01-11,72.31,73.05,71.2,72.87,7772.0
2016-01-12,73.05,73.05,72.31,72.87,6621.0
2016-01-13,73.05,73.05,72.68,73.05,6230.0
2016-01-14,72.68,73.24,72.5,73.24,2106.0
2016-01-15,73.24,73.24,72.31,72.68,5309.0
2016-01-18,73.42,73.61,72.68,73.24,7869.0
2016-01-19,73.24,73.79,73.24,73.79,11512.0
2016-01-20,73.24,73.24,72.5,72.5,8796.0
2016-01-21,72.87,73.24,72.5,72.68,15493.0
2016-01-22,73.24,73.24,72.87,73.24,3115.0
2016-01-25,72.87,73.24,72.87,73.24,5723.0
2016-01-26,72.87,73.24,72.13,72.87,5215.0
2016-01-27,72.87,72.87,72.5,72.87,13349.0
2016-01-28,72.87,72.87,72.5,72.87,2598.0
2016-01-29,72.68,72.87,72.5,72.87,2015.0
2016-02-01,72.68,72.87,72.31,72.5,5548.0
2016-02-02,72.87,72.87,72.5,72.87,2026.0
2016-02-03,72.5,72.87,72.31,72.68,5842.0
2016-02-04,72.13,72.5,71.94,72.5,5406.0
2016-02-05,71.94,72.13,71.76,71.94,24775.0
2016-02-08,71.76,72.13,70.28,72.13,6401.0
2016-02-09,71.39,71.76,69.91,71.76,1591.0
2016-02-10,71.76,71.76,71.39,71.39,6157.0
2016-02-11,71.76,72.13,71.02,71.76,6557.0
2016-02-12,71.39,71.76,71.02,71.76,1961.0
2016-02-15,72.13,72.13,71.39,71.94,4051.0
2016-02-16,72.68,73.24,72.13,72.13,9670.0
2016-02-17,72.87,73.24,72.68,72.87,2422.0
2016-02-18,72.5,73.24,72.5,73.24,710.0
2016-02-19,72.68,73.05,72.68,73.05,1150.0
2016-02-22,73.24,73.24,72.5,72.68,1635.0
2016-02-23,72.5,73.24,72.31,72.5,2623.0
2016-02-24,72.5,73.05,72.31,72.31,3219.0
2016-02-25,72.5,72.87,71.94,72.5,5005.0
2016-02-26,72.87,72.87,72.68,72.68,980.0
2016-02-29,73.42,74.35,73.05,73.05,35928.0
2016-03-01,73.98,74.9,73.61,73.61,19986.0
2016-03-02,73.61,74.16,73.61,74.16,8082.0
2016-03-03,73.79,73.98,73.42,73.61,17614.0
2016-03-04,73.61,73.98,73.61,73.98,16404.0
2016-03-07,73.98,74.35,73.61,74.35,7156.0
2016-03-08,73.79,74.35,73.24,73.98,51495.0
2016-03-09,73.79,73.98,73.61,73.98,10010.0
2016-03-10,73.61,73.98,73.61,73.98,2260.0
2016-03-11,73.79,73.98,73.61,73.98,10572.0
2016-03-14,73.98,73.98,73.61,73.98,7293.0
2016-03-15,73.79,73.79,73.61,73.79,9376.0
2016-03-16,73.79,73.79,73.42,73.79,6731.0
2016-03-17,73.79,73.79,73.42,73.79,53645.0
2016-03-18,73.98,73.98,73.61,73.98,16818.0
2016-03-21,73.61,73.98,73.42,73.98,5960.0
2016-03-22,73.61,73.98,73.61,73.98,17922.0
2016-03-23,73.79,73.79,73.42,73.79,12554.0
2016-03-24,73.61,73.79,73.42,73.79,3103.0
2016-03-29,73.79,74.16,73.79,73.98,10212.0
2016-03-30,73.79,73.98,73.61,73.79,26921.0
2016-03-31,73.79,73.79,73.61,73.79,5883.0
2016-04-01,73.79,73.79,73.61,73.79,11601.0
2016-04-04,73.79,73.98,73.61,73.61,8169.0
2016-04-05,73.79,73.98,73.61,73.98,10247.0
2016-04-06,73.79,73.98,73.79,73.79,9882.0
2016-04-07,74.14,74.33,73.57,74.33,7825.0
2016-04-08,74.7,75.08,74.33,74.33,6299.0
2016-04-11,74.7,75.08,74.33,74.7,9977.0
2016-04-12,74.14,74.7,73.57,74.33,7765.0
2016-04-13,74.89,75.08,74.14,74.33,26818.0
2016-04-14,75.08,75.27,74.7,75.08,14182.0
2016-04-15,75.08,75.46,74.7,75.08,6915.0
2016-04-18,75.08,75.46,74.7,74.7,10773.0
2016-04-19,74.89,75.46,74.7,75.08,67875.0
2016-04-20,75.46,75.65,75.08,75.46,16250.0
2016-04-21,75.84,75.84,75.46,75.65,9106.0
2016-04-22,75.84,76.03,75.46,75.84,10769.0
2016-04-25,76.22,77.36,75.84,76.6,14736.0
2016-04-26,75.84,76.79,75.08,76.22,22706.0
2016-04-27,75.84,75.84,75.46,75.84,10947.0
2016-04-28,75.84,76.22,75.65,75.84,6463.0
2016-04-29,75.46,75.84,75.46,75.84,11165.0
2016-05-02,76.41,77.36,75.65,76.79,11297.0
2016-05-03,75.84,76.22,75.84,76.22,8258.0
2016-05-04,75.84,75.84,75.46,75.65,5203.0
2016-05-06,75.84,76.22,75.65,75.84,5845.0
2016-05-09,75.84,76.6,75.84,75.84,17604.0
2016-05-10,76.03,76.22,75.84,76.03,14137.0
2016-05-11,76.22,76.6,75.84,76.22,16740.0
2016-05-12,76.22,76.41,76.03,76.22,19341.0
2016-05-13,76.41,76.6,76.03,76.6,10416.0
2016-05-16,76.03,76.79,75.84,76.6,8577.0
2016-05-17,76.22,76.79,75.65,76.03,5114.0
2016-05-18,76.03,76.98,76.03,76.6,13225.0
2016-05-19,76.22,76.98,76.03,76.6,10115.0
2016-05-20,76.6,76.6,76.03,76.22,6944.0
2016-05-23,76.03,76.6,76.03,76.6,20116.0
2016-05-24,76.22,76.41,76.03,76.22,4954.0
2016-05-25,76.22,76.41,76.03,76.41,7763.0
2016-05-26,76.22,76.6,76.22,76.22,12289.0
2016-05-27,76.03,76.41,76.03,76.41,8094.0
2016-05-30,76.6,76.6,76.03,76.41,20007.0
2016-05-31,76.41,76.6,76.22,76.6,20126.0
2016-06-01,76.41,76.6,75.84,76.6,21728.0
2016-06-02,76.41,76.6,76.22,76.22,31856.0
2016-06-03,76.22,76.6,76.22,76.6,21212.0
2016-06-07,76.6,76.98,76.22,76.6,41257.0
2016-06-08,76.6,76.6,76.41,76.6,7944.0
2016-06-09,76.41,76.6,75.84,76.6,25133.0
2016-06-10,76.41,76.41,76.03,76.41,8916.0
2016-06-13,76.41,76.41,76.03,76.41,13250.0
2016-06-14,76.41,76.41,75.84,76.41,8660.0
2016-06-15,76.22,76.6,76.22,76.41,7198.0
2016-06-16,77.36,77.36,76.22,76.6,8387.0
2016-06-17,78.12,78.31,76.6,77.36,13278.0
2016-06-20,77.55,78.5,77.17,78.12,14534.0
2016-06-21,77.17,77.74,76.6,77.74,11877.0
2016-06-22,77.55,77.74,77.36,77.74,3751.0
2016-06-23,77.74,78.12,77.36,78.12,7137.0
2016-06-27,77.74,78.12,76.6,77.74,15179.0
2016-06-28,77.93,78.12,76.79,77.74,7485.0
2016-06-29,78.67,79.05,77.89,79.05,12940.0
2016-06-30,79.25,79.64,78.08,78.86,11653.0
2016-07-01,79.64,80.03,79.25,79.64,5506.0
2016-07-04,80.03,80.22,79.44,79.64,10239.0
2016-07-05,79.64,80.03,79.25,80.03,13386.0
2016-07-06,79.64,80.41,79.25,80.03,8625.0
2016-07-07,79.64,80.03,79.25,80.03,11659.0
2016-07-08,79.64,80.03,79.44,79.64,21933.0
2016-07-11,79.83,80.22,79.25,80.22,9251.0
2016-07-12,80.03,80.03,79.64,79.83,2034.0
2016-07-13,80.8,80.8,79.83,80.03,4953.0
2016-07-14,81.19,81.19,80.03,80.41,6960.0
2016-07-15,81.58,81.58,81.19,81.38,13677.0
2016-07-18,81.38,82.36,81.19,81.58,13490.0
2016-07-19,81.58,81.97,81.38,81.38,5454.0
2016-07-20,82.16,82.16,81.38,81.97,14772.0
2016-07-21,83.13,83.13,81.58,81.97,8350.0
2016-07-22,83.13,83.13,82.74,83.13,6560.0
2016-07-25,83.91,83.91,83.13,83.13,3697.0
2016-07-26,83.91,84.1,83.13,83.91,5756.0
2016-07-27,83.91,84.1,83.33,83.91,5791.0
2016-07-28,83.33,83.91,83.33,83.91,5065.0
2016-07-29,83.13,83.13,82.55,83.13,5679.0
2016-08-01,83.72,83.91,82.74,83.72,11215.0
2016-08-02,83.13,83.52,82.36,83.52,6327.0
2016-08-03,83.13,83.13,82.74,83.13,3292.0
2016-08-04,83.13,83.33,82.94,83.33,3244.0
2016-08-05,83.52,83.52,82.94,83.13,7579.0
2016-08-08,83.33,83.91,82.36,83.91,35067.0
2016-08-09,83.33,83.33,82.36,83.33,22584.0
2016-08-10,83.13,83.52,82.94,83.33,6749.0
2016-08-11,82.36,83.52,81.97,83.52,27645.0
2016-08-12,82.36,82.74,82.16,82.74,17827.0
2016-08-15,81.58,82.74,81.38,82.74,9294.0
2016-08-16,81.97,82.16,81.58,81.97,9995.0
2016-08-17,82.36,82.36,81.58,82.36,4806.0
2016-08-18,81.77,82.36,80.8,82.36,20531.0
2016-08-19,82.16,82.16,81.58,82.16,10757.0
2016-08-22,81.19,82.74,80.8,82.36,25655.0
2016-08-23,81.38,81.58,79.83,81.58,33866.0
2016-08-24,81.58,81.58,81.0,81.38,13449.0
2016-08-25,81.77,81.97,81.38,81.58,23554.0
2016-08-26,81.77,81.77,81.38,81.77,13671.0
2016-08-29,82.16,83.33,81.38,81.77,30343.0
2016-08-30,83.91,84.49,82.36,82.36,38597.0
2016-08-31,83.91,84.3,83.91,83.91,8009.0
2016-09-01,83.91,84.1,83.52,83.91,12890.0
2016-09-02,84.3,84.3,83.72,83.91,13788.0
2016-09-05,83.72,84.3,83.72,84.3,20762.0
2016-09-06,83.91,84.3,83.72,84.3,19931.0
2016-09-07,83.72,84.3,83.72,84.3,64286.0
2016-09-08,83.72,84.3,83.72,83.72,17238.0
2016-09-09,83.33,84.3,83.33,83.91,14993.0
2016-09-12,83.52,83.91,83.33,83.91,8858.0
2016-09-13,83.72,84.69,83.72,83.72,8290.0
2016-09-14,83.91,84.1,83.72,84.1,9361.0
2016-09-15,83.91,83.91,83.52,83.91,8295.0
2016-09-16,83.91,83.91,83.72,83.91,16193.0
2016-09-19,84.69,86.63,83.91,83.91,26152.0
2016-09-20,85.46,85.85,84.69,84.69,8895.0
2016-09-21,86.05,86.24,85.46,85.85,18696.0
2016-09-22,86.63,86.63,85.66,86.05,11723.0
2016-09-23,86.63,86.63,86.05,86.63,9979.0
2016-09-26,87.41,88.57,86.63,87.02,21495.0
2016-09-27,87.41,87.79,86.44,87.41,12610.0
2016-09-28,88.18,88.18,87.02,87.41,23363.0
2016-09-29,90.13,90.53,89.33,89.33,39970.0
2016-09-30,89.93,90.13,89.14,90.13,3879.0
2016-10-03,89.93,90.13,89.33,90.13,9408.0
2016-10-04,90.13,90.13,89.33,89.93,8434.0
2016-10-05,89.73,90.13,89.33,90.13,7308.0
2016-10-06,89.33,90.13,89.33,89.73,17125.0
2016-10-07,89.53,89.73,89.14,89.33,15627.0
2016-10-10,85.76,89.53,84.97,89.33,45735.0
2016-10-11,87.35,87.35,85.76,85.76,11320.0
2016-10-12,86.16,87.35,85.76,87.35,4763.0
2016-10-13,86.56,86.75,85.17,85.36,9229.0
2016-10-14,86.75,87.35,86.36,86.56,7636.0
2016-10-17,87.95,88.14,86.75,86.95,11852.0
2016-10-18,85.76,87.95,85.56,87.95,34340.0
2016-10-19,85.56,86.16,85.56,86.16,21586.0
2016-10-20,85.76,85.76,85.56,85.56,21551.0
2016-10-21,85.96,86.16,84.97,85.76,22025.0
2016-10-24,85.56,85.76,85.17,85.76,24413.0
2016-10-25,86.36,86.95,85.36,85.56,7256.0
2016-10-26,86.36,86.95,85.96,86.95,14943.0
2016-10-27,86.16,86.56,85.96,86.56,3392.0
2016-10-28,86.56,86.56,85.96,86.16,4663.0
2016-10-31,86.56,87.15,85.96,86.56,10247.0
2016-11-01,86.56,87.55,86.56,87.15,13876.0
2016-11-02,85.96,86.56,85.76,86.56,20705.0
2016-11-03,85.96,86.56,85.36,86.56,11143.0
2016-11-04,86.16,86.56,85.76,86.56,3610.0
2016-11-07,85.76,86.56,85.76,86.56,11428.0
2016-11-08,86.56,86.56,85.76,85.76,3196.0
2016-11-09,86.16,86.56,84.97,86.36,8699.0
2016-11-10,86.36,86.56,85.76,86.56,8952.0
2016-11-11,86.16,86.56,85.56,86.56,10272.0
2016-11-14,85.96,88.14,85.96,85.96,18583.0
2016-11-15,86.95,86.95,86.16,86.95,5659.0
2016-11-16,86.75,86.95,85.96,86.95,16997.0
2016-11-17,86.95,86.95,86.16,86.75,6331.0
2016-11-18,86.75,86.75,85.76,86.56,16233.0
2016-11-21,86.75,86.95,86.16,86.95,12950.0
2016-11-22,86.75,87.15,85.96,86.16,5662.0
2016-11-23,86.56,87.75,86.56,86.95,29411.0
2016-11-24,86.16,87.35,86.16,87.35,10711.0
2016-11-25,87.15,87.15,86.36,87.15,8908.0
2016-11-28,86.75,87.75,86.56,87.35,16551.0
2016-11-29,86.36,86.95,85.76,86.75,21180.0
2016-11-30,86.95,87.15,86.56,86.95,18007.0
2016-12-01,87.55,88.14,86.75,88.14,15305.0
2016-12-02,86.95,87.75,86.95,87.75,10471.0
2016-12-05,87.35,87.75,86.95,87.35,3853.0
2016-12-06,87.75,88.14,87.35,87.35,4887.0
2016-12-07,88.14,88.54,87.75,88.14,5555.0
2016-12-08,88.94,89.14,88.14,88.94,17805.0
2016-12-09,88.74,89.73,88.54,89.33,55922.0
2016-12-12,89.73,90.13,88.94,88.94,3898.0
2016-12-13,89.53,89.73,89.33,89.73,11399.0
2016-12-14,89.73,89.73,89.33,89.53,7922.0
2016-12-15,90.33,90.33,89.73,89.73,18704.0
2016-12-16,88.54,90.53,88.54,90.53,11109.0
2016-12-19,90.33,90.33,88.94,88.94,3669.0
2016-12-20,89.14,90.33,88.74,90.33,8064.0
2016-12-21,89.33,89.33,88.94,89.33,8613.0
2016-12-22,88.94,89.73,88.74,89.33,7192.0
2016-12-23,89.14,89.73,88.94,88.94,11048.0
2016-12-27,89.53,90.92,89.14,89.33,30960.0
2016-12-28,90.33,90.53,89.73,89.73,15767.0
2016-12-29,90.69,91.5,89.27,91.5,16052.0
2016-12-30,90.69,91.5,90.69,90.69,6702.0
2017-01-02,91.5,91.5,90.69,90.9,5475.0
2017-01-03,90.9,91.5,90.08,91.5,16901.0
2017-01-04,90.49,90.9,89.88,90.9,16706.0
