Date,Close,High,Low,Open,Volume
2016-01-15,12.72,13.31,12.13,13.31,16227.0
2016-01-18,11.83,12.62,11.14,12.62,7015.0
2016-01-19,11.54,12.08,11.54,11.93,34990.0
2016-01-20,11.34,11.73,10.75,11.34,22634.0
2016-01-21,11.24,11.24,10.75,11.14,13225.0
2016-01-22,11.14,11.54,10.4,11.44,15801.0
2016-01-25,11.04,11.09,10.6,11.09,6061.0
2016-01-26,11.24,11.24,10.95,11.09,2028.0
2016-01-27,11.04,11.34,10.85,10.85,6175.0
2016-01-28,10.95,11.34,10.9,11.04,9373.0
2016-01-29,11.09,11.54,11.04,11.04,2339.0
2016-02-01,11.34,11.54,11.09,11.09,19361.0
2016-02-02,11.83,12.77,11.39,11.39,53505.0
2016-02-03,12.92,13.81,11.93,12.08,12466.0
2016-02-04,13.41,13.76,12.87,13.21,20753.0
2016-02-05,12.82,13.31,12.82,13.26,20946.0
2016-02-08,12.33,12.82,11.78,12.82,32077.0
2016-02-09,13.31,13.71,12.13,12.62,61438.0
2016-02-10,13.81,14.59,12.82,13.02,18127.0
2016-02-11,13.51,14.0,13.31,13.41,24730.0
2016-02-12,13.12,13.76,12.38,13.76,16027.0
2016-02-15,13.02,13.21,12.92,12.92,4012.0
2016-02-16,14.3,14.79,12.92,12.92,26441.0
2016-02-17,14.79,16.27,14.3,14.69,49084.0
2016-02-18,14.69,14.99,14.3,14.3,24734.0
2016-02-19,13.95,14.4,13.95,14.4,6886.0
2016-02-22,13.81,13.81,13.56,13.81,5405.0
2016-02-23,14.2,14.2,13.56,13.56,4883.0
2016-02-24,14.4,14.4,14.1,14.25,2620.0
2016-02-25,14.1,14.99,14.1,14.59,4129.0
2016-02-26,14.99,15.19,14.05,14.05,3037.0
2016-02-29,15.19,15.19,15.19,15.19,122.0
2016-03-01,14.4,14.99,14.2,14.99,5295.0
2016-03-02,14.79,14.79,14.25,14.79,2548.0
2016-03-03,14.4,14.79,14.3,14.79,8564.0
2016-03-04,14.2,14.79,14.2,14.2,2554.0
2016-03-07,13.56,14.35,13.36,14.2,7000.0
2016-03-08,13.85,13.85,13.85,13.85,111.0
2016-03-09,13.51,13.51,13.07,13.36,8400.0
2016-03-10,13.76,13.76,13.12,13.12,1523.0
2016-03-11,13.41,13.81,13.31,13.31,2079.0
2016-03-14,13.56,13.61,13.41,13.61,9446.0
2016-03-15,13.71,13.71,13.36,13.36,6207.0
2016-03-16,13.66,13.71,13.66,13.71,4199.0
2016-03-17,13.36,13.66,13.36,13.66,717.0
2016-03-18,13.46,13.9,13.46,13.51,3868.0
2016-03-21,13.31,13.71,13.31,13.31,2578.0
2016-03-22,13.61,13.61,13.61,13.61,122.0
2016-03-23,13.71,13.71,13.16,13.61,8454.0
2016-03-24,13.71,13.71,13.71,13.71,844.0
2016-03-29,13.51,14.79,13.51,14.79,6271.0
2016-03-30,13.71,13.71,13.71,13.71,1521.0
2016-03-31,14.25,14.3,13.81,14.3,1669.0
2016-04-01,13.61,13.81,13.41,13.76,7262.0
2016-04-04,13.26,13.56,13.26,13.41,3260.0
2016-04-05,13.26,13.26,13.26,13.26,0.0
2016-04-06,13.21,13.31,13.02,13.26,2346.0
2016-04-07,12.82,12.82,12.72,12.72,2738.0
2016-04-08,12.82,13.02,12.82,12.82,5387.0
2016-04-11,12.47,12.87,12.47,12.47,1460.0
2016-04-12,12.57,12.57,12.47,12.57,3930.0
2016-04-13,12.33,12.57,12.33,12.57,1917.0
2016-04-14,11.88,12.18,11.83,12.13,7972.0
2016-04-15,11.64,12.08,11.64,12.08,1537.0
2016-04-18,11.83,11.83,11.49,11.49,3651.0
2016-04-19,12.82,13.31,11.83,11.83,11228.0
2016-04-20,13.26,13.81,13.26,13.31,24818.0
2016-04-21,13.26,13.81,13.26,13.81,1105.0
2016-04-22,13.31,13.31,13.07,13.31,3393.0
2016-04-25,13.02,13.02,13.02,13.02,513.0
2016-04-26,13.31,13.31,12.72,13.02,4983.0
2016-04-27,12.82,12.92,12.82,12.92,7801.0
2016-04-28,12.52,12.82,12.52,12.82,1039.0
2016-04-29,12.72,12.72,12.23,12.33,2263.0
2016-05-02,12.82,12.82,12.72,12.72,425.0
2016-05-03,13.26,13.31,12.82,13.02,2076.0
2016-05-04,13.31,13.31,13.31,13.31,862.0
2016-05-06,13.21,13.21,12.82,13.02,8850.0
2016-05-09,13.21,13.21,13.21,13.21,0.0
2016-05-10,13.21,13.21,12.82,12.82,5159.0
2016-05-11,15.19,15.19,13.02,13.02,26447.0
2016-05-12,16.27,16.57,15.19,15.19,6247.0
2016-05-13,15.58,15.88,14.99,15.88,2413.0
2016-05-16,14.79,15.48,14.79,15.48,4159.0
2016-05-17,15.28,15.28,14.55,14.55,3090.0
2016-05-18,15.38,15.38,15.28,15.28,2192.0
2016-05-19,15.19,15.19,15.19,15.19,1217.0
2016-05-20,14.99,14.99,14.79,14.99,508.0
2016-05-23,14.99,14.99,14.99,14.99,1.0
2016-05-24,15.38,15.38,15.38,15.38,998.0
2016-05-25,15.68,15.68,15.38,15.38,2880.0
2016-05-26,16.27,16.27,15.78,15.78,9372.0
2016-05-27,16.76,16.76,16.07,16.27,5645.0
2016-05-30,19.13,19.33,17.75,17.75,14344.0
2016-05-31,18.74,19.62,18.74,19.62,3677.0
2016-06-01,19.82,21.69,19.23,19.23,18331.0
2016-06-02,19.23,21.0,19.23,19.72,6313.0
2016-06-03,21.69,21.99,20.51,20.51,15178.0
2016-06-07,22.38,22.38,21.89,21.99,1550.0
2016-06-08,18.74,22.19,18.64,22.19,12310.0
2016-06-09,17.26,18.74,17.26,18.74,3004.0
2016-06-10,17.75,17.75,17.26,17.26,569.0
2016-06-13,18.05,18.05,17.75,17.95,1504.0
2016-06-14,16.96,17.75,14.79,17.75,5017.0
2016-06-15,16.37,16.57,14.79,16.57,8800.0
2016-06-16,15.78,15.78,15.78,15.78,1247.0
2016-06-17,16.57,16.57,15.78,15.78,7301.0
2016-06-20,17.75,19.72,16.57,16.57,8693.0
2016-06-21,16.76,16.76,16.57,16.76,2231.0
2016-06-22,17.95,18.74,17.06,17.26,2705.0
2016-06-23,19.43,19.43,17.75,17.75,1527.0
2016-06-27,17.06,18.14,17.06,18.14,1102.0
2016-06-28,17.06,17.06,17.06,17.06,57.0
2016-06-29,19.23,19.52,16.86,16.86,2321.0
2016-06-30,19.03,19.03,19.03,19.03,1014.0
2016-07-01,19.82,19.82,18.05,18.54,1557.0
2016-07-04,19.62,19.62,18.74,18.74,1353.0
2016-07-05,18.93,19.03,18.93,19.03,2784.0
2016-07-06,18.93,19.03,18.93,18.93,1145.0
2016-07-07,17.75,18.64,17.75,18.64,1678.0
2016-07-08,17.75,17.75,17.75,17.75,30.0
2016-07-11,19.62,19.62,17.75,18.44,3361.0
2016-07-12,20.22,20.22,18.93,18.93,2272.0
2016-07-13,19.92,20.22,19.62,19.62,995.0
2016-07-14,19.52,19.52,19.52,19.52,799.0
2016-07-15,19.72,19.72,19.72,19.72,1217.0
2016-07-18,19.72,19.72,19.72,19.72,407.0
2016-07-19,19.72,19.72,19.72,19.72,93.0
2016-07-20,19.03,19.92,17.75,19.72,2183.0
2016-07-21,18.24,19.03,18.24,19.03,2320.0
2016-07-22,18.54,18.54,18.24,18.24,4431.0
2016-07-25,18.34,18.34,18.34,18.34,1.0
2016-07-26,19.03,19.03,18.34,18.34,20.0
2016-07-27,19.03,19.03,19.03,19.03,0.0
2016-07-28,19.03,19.03,19.03,19.03,0.0
2016-07-29,18.34,18.34,18.34,18.34,66.0
2016-08-01,18.34,18.34,18.34,18.34,0.0
2016-08-02,18.34,18.34,18.34,18.34,10.0
2016-08-03,18.74,18.74,18.74,18.74,961.0
2016-08-04,18.74,18.74,18.74,18.74,0.0
2016-08-05,18.74,19.03,18.74,19.03,861.0
2016-08-08,18.93,18.93,18.24,18.54,817.0
2016-08-09,18.54,18.93,18.54,18.93,469.0
2016-08-10,18.93,19.13,18.93,19.13,558.0
2016-08-11,18.93,18.93,18.93,18.93,3.0
2016-08-12,19.72,19.72,18.93,18.93,743.0
2016-08-15,19.72,19.72,19.72,19.72,2.0
2016-08-16,19.82,19.82,19.23,19.82,111.0
2016-08-17,19.52,19.52,19.52,19.52,509.0
